JayID,Sex,AgeKnown,NatalNest,FldgDate,LastObsDate,USFWBand,Difference,ClutchNum
PPZ-,F,Y,CABS911,4/28/1991,8/9/1991,1453-39092,103,1
OPZ-,F,Y,XRDS911,4/26/1991,2/12/1995,1453-39093,1388,1
OPZ-,F,Y,XRDS911,4/26/1991,2/12/1995,1453-39093,1388,1
OPZ-,F,Y,XRDS911,4/26/1991,2/12/1995,1453-39093,1388,1
LnZ-,F,Y,XRDS911,4/26/1991,4/26/1991,1453-39094,0,1
FPZ-,F,Y,XRDS911,4/26/1991,12/13/1991,1453-39095,231,1
FPZ-,F,Y,XRDS911,4/26/1991,12/13/1991,1453-39095,231,1
WRZ-,M,Y,YTRE912,4/26/1991,7/12/1991,1453-39096,77,2
WRZ-,M,Y,YTRE912,4/26/1991,7/12/1991,1453-39096,77,2
RRZ-,F,Y,YTRE912,4/26/1991,3/12/1993,1453-39097,686,2
RRZ-,F,Y,YTRE912,4/26/1991,3/12/1993,1453-39097,686,2
RRZ-,F,Y,YTRE912,4/26/1991,3/12/1993,1453-39097,686,2
RRZ-,F,Y,YTRE912,4/26/1991,3/12/1993,1453-39097,686,2
GRZ-,F,Y,YTRE912,4/26/1991,11/13/1991,1453-39098,201,2
GRZ-,F,Y,YTRE912,4/26/1991,11/13/1991,1453-39098,201,2
WnZ-,M,Y,LINX911,4/30/1991,6/11/1991,1453-39099,42,1
RGZ-,M,Y,LINX911,4/30/1991,9/6/1991,1453-39100,129,1
RGZ-,M,Y,LINX911,4/30/1991,9/6/1991,1453-39100,129,1
GnZ-,M,Y,LINX911,4/30/1991,5/10/1991,1453-39101,10,1
YRZ-,F,Y,SIXS911,4/29/1991,9/6/1991,1453-39102,130,1
YRZ-,F,Y,SIXS911,4/29/1991,9/6/1991,1453-39102,130,1
BRZ-,F,Y,SIXS911,4/29/1991,1/18/1992,1453-39103,264,1
BRZ-,F,Y,SIXS911,4/29/1991,1/18/1992,1453-39103,264,1
PRZ-,F,Y,SIXS911,4/29/1991,9/6/1991,1453-39104,130,1
PRZ-,F,Y,SIXS911,4/29/1991,9/6/1991,1453-39104,130,1
OGZ-,F,Y,HICE911,4/29/1991,1/13/1995,1453-39105,1355,1
OGZ-,F,Y,HICE911,4/29/1991,1/13/1995,1453-39105,1355,1
LGZ-,F,Y,HICE911,4/29/1991,8/13/1992,1453-39106,472,1
LGZ-,F,Y,HICE911,4/29/1991,8/13/1992,1453-39106,472,1
FGZ-,M,Y,HICE911,4/29/1991,7/16/1992,1513-50601,444,1
FGZ-,M,Y,HICE911,4/29/1991,7/16/1992,1513-50601,444,1
FGZ-,M,Y,HICE911,4/29/1991,7/16/1992,1513-50601,444,1
FGZ-,M,Y,HICE911,4/29/1991,7/16/1992,1513-50601,444,1
FGZ-,M,Y,HICE911,4/29/1991,7/16/1992,1513-50601,444,1
FGZ-,M,Y,HICE911,4/29/1991,7/16/1992,1513-50601,444,1
WYZ-,F,Y,WWSX911,5/4/1991,6/11/1991,1453-39108,38,1
WYZ-,F,Y,WWSX911,5/4/1991,6/11/1991,1453-39108,38,1
RYZ-,F,Y,WWSX911,5/4/1991,6/11/1991,1453-39109,38,1
RYZ-,F,Y,WWSX911,5/4/1991,6/11/1991,1453-39109,38,1
GnZ-,M,Y,WWSX911,5/4/1991,5/10/1991,1453-39110,6,1
ORZ-,F,Y,PAST912,5/5/1991,7/11/1996,1453-39114,1894,2
ORZ-,F,Y,PAST912,5/5/1991,7/11/1996,1453-39114,1894,2
ORZ-,F,Y,PAST912,5/5/1991,7/11/1996,1453-39114,1894,2
LRZ-,M,Y,PAST912,5/5/1991,8/13/1992,1453-39115,466,2
LRZ-,M,Y,PAST912,5/5/1991,8/13/1992,1453-39115,466,2
LRZ-,M,Y,PAST912,5/5/1991,8/13/1992,1453-39115,466,2
FRZ-,M,Y,PAST912,5/5/1991,1/18/1993,1453-39116,624,2
FRZ-,M,Y,PAST912,5/5/1991,1/18/1993,1453-39116,624,2
RBZ-,F,Y,SLUM911,5/5/1991,3/17/1994,1453-39117,1047,1
RBZ-,F,Y,SLUM911,5/5/1991,3/17/1994,1453-39117,1047,1
RBZ-,F,Y,SLUM911,5/5/1991,3/17/1994,1453-39117,1047,1
RBZ-,F,Y,SLUM911,5/5/1991,3/17/1994,1453-39117,1047,1
GnZ-,M,Y,SLUM911,5/5/1991,5/10/1991,1453-39118,5,1
YnZ-,F,Y,SLUM911,5/5/1991,5/10/1991,1453-39119,5,1
WnZ-,M,Y,JERE911,5/4/1991,5/10/1991,1453-39120,6,1
RnZ-,F,Y,JERE911,5/4/1991,5/10/1991,1453-39121,6,1
GYZ-,M,Y,JERE911,5/4/1991,9/6/1991,1453-39122,125,1
GYZ-,M,Y,JERE911,5/4/1991,9/6/1991,1453-39122,125,1
YnZ-,M,Y,BEND911,5/5/1991,5/10/1991,1453-39123,5,1
BBZ-,M,Y,BEND911,5/5/1991,8/9/1991,1453-39124,96,1
BBZ-,M,Y,BEND911,5/5/1991,8/9/1991,1453-39124,96,1
PBZ-,M,Y,BEND911,5/5/1991,6/11/1991,1453-39125,37,1
PBZ-,M,Y,BEND911,5/5/1991,6/11/1991,1453-39125,37,1
OOZ-,F,Y,LOOP911,5/7/1991,2/18/1992,1453-39126,287,1
OOZ-,F,Y,LOOP911,5/7/1991,2/18/1992,1453-39126,287,1
OOZ-,F,Y,LOOP911,5/7/1991,2/18/1992,1453-39126,287,1
LOZ-,F,Y,LOOP911,5/7/1991,1/18/1992,1453-39127,256,1
LOZ-,F,Y,LOOP911,5/7/1991,1/18/1992,1453-39127,256,1
FnZ-,F,Y,LOOP911,5/7/1991,5/7/1991,1453-39128,0,1
OBZ-,M,Y,PLOT911,5/8/1991,8/9/1991,1453-39129,93,1
OBZ-,M,Y,PLOT911,5/8/1991,8/9/1991,1453-39129,93,1
PnZ-,F,Y,PLOT911,5/8/1991,5/10/1991,1453-39130,2,1
OWZ-,M,Y,ROSE911,5/10/1991,9/6/1991,1453-39133,119,1
OWZ-,M,Y,ROSE911,5/10/1991,9/6/1991,1453-39133,119,1
LWZ-,M,Y,ROSE911,5/10/1991,1/18/1992,1453-39134,253,1
LWZ-,M,Y,ROSE911,5/10/1991,1/18/1992,1453-39134,253,1
FWZ-,F,Y,ROSE911,5/10/1991,9/6/1991,1453-39135,119,1
FWZ-,F,Y,ROSE911,5/10/1991,9/6/1991,1453-39135,119,1
AWZ-,M,Y,ROSE911,5/10/1991,9/6/1991,1453-39136,119,1
AWZ-,M,Y,ROSE911,5/10/1991,9/6/1991,1453-39136,119,1
AGZ-,F,Y,NNWX911,5/17/1991,7/16/1992,1453-39138,426,1
AGZ-,F,Y,NNWX911,5/17/1991,7/16/1992,1453-39138,426,1
YYZ-,F,Y,CHOP911,5/21/1991,10/16/1991,1453-39139,148,1
YYZ-,F,Y,CHOP911,5/21/1991,10/16/1991,1453-39139,148,1
BnZ-,F,Y,CHOP911,5/21/1991,5/21/1991,1453-39140,0,1
PnZ-,F,Y,CHOP911,5/21/1991,5/21/1991,1453-39141,0,1
LLZ-,F,Y,NBEN913,5/29/1991,1/18/1992,1453-39143,234,2
LLZ-,F,Y,NBEN913,5/29/1991,1/18/1992,1453-39143,234,2
FLZ-,M,Y,NBEN913,5/29/1991,11/13/1991,1453-39144,168,2
FLZ-,M,Y,NBEN913,5/29/1991,11/13/1991,1453-39144,168,2
YnZ-,F,Y,ELIN912,6/4/1991,6/11/1991,1453-39155,7,2
BnZ-,F,Y,ELIN912,6/4/1991,6/4/1991,1453-39156,0,2
YnZ-,F,Y,LINS914,6/16/1991,6/16/1991,1453-39165,0,3
BnZ-,M,Y,LINS914,6/16/1991,6/16/1991,1453-39166,0,3
PnZ-,F,Y,LINS914,6/16/1991,6/16/1991,1453-39167,0,3
WnZ-,M,Y,FENC913,6/20/1991,6/20/1991,1453-39168,0,3
RnZ-,M,Y,FENC913,6/20/1991,6/20/1991,1453-39169,0,3
GnZ-,M,Y,FENC913,6/20/1991,6/20/1991,1453-39170,0,3
RSA-,M,Y,POLA851,5/14/1985,10/11/1997,1453-39196,4533,1
RSA-,M,Y,POLA851,5/14/1985,10/11/1997,1453-39196,4533,1
RSA-,M,Y,POLA851,5/14/1985,10/11/1997,1453-39196,4533,1
RSA-,M,Y,POLA851,5/14/1985,10/11/1997,1453-39196,4533,1
RSA-,M,Y,POLA851,5/14/1985,10/11/1997,1453-39196,4533,1
RSA-,M,Y,POLA851,5/14/1985,10/11/1997,1453-39196,4533,1
Z-WW,M,Y,XRDS931,4/12/1993,2/12/1995,1453-63501,671,1
Z-WW,M,Y,XRDS931,4/12/1993,2/12/1995,1453-63501,671,1
Z-RW,M,Y,XRDS931,4/12/1993,2/12/1996,1453-63502,1036,1
Z-RW,M,Y,XRDS931,4/12/1993,2/12/1996,1453-63502,1036,1
Z-OW,F,Y,PLOT931,4/14/1993,12/13/1997,1453-63507,1704,1
Z-OW,F,Y,PLOT931,4/14/1993,12/13/1997,1453-63507,1704,1
Z-WR,M,Y,SIXS931,4/17/1993,11/14/2005,1453-63509,4594,1
Z-WR,M,Y,SIXS931,4/17/1993,11/14/2005,1453-63509,4594,1
Z-WR,M,Y,SIXS931,4/17/1993,11/14/2005,1453-63509,4594,1
Z-WR,M,Y,SIXS931,4/17/1993,11/14/2005,1453-63509,4594,1
Z-RR,M,Y,SIXS931,4/17/1993,12/13/2004,1453-63510,4258,1
Z-RR,M,Y,SIXS931,4/17/1993,12/13/2004,1453-63510,4258,1
Z-RR,M,Y,SIXS931,4/17/1993,12/13/2004,1453-63510,4258,1
Z-RR,M,Y,SIXS931,4/17/1993,12/13/2004,1453-63510,4258,1
Z-RR,M,Y,SIXS931,4/17/1993,12/13/2004,1453-63510,4258,1
Z-AF,M,Y,N7RD932,4/18/1993,12/12/1994,1453-63514,603,1
Z-AF,M,Y,N7RD932,4/18/1993,12/12/1994,1453-63514,603,1
Z-AF,M,Y,N7RD932,4/18/1993,12/12/1994,1453-63514,603,1
Z-BR,M,Y,WCOP931,4/19/1993,4/14/1994,1453-63515,360,1
Z-BR,M,Y,WCOP931,4/19/1993,4/14/1994,1453-63515,360,1
Z-WL,M,Y,SFLA931,4/25/1993,12/13/1997,1453-63518,1693,1
Z-WL,M,Y,SFLA931,4/25/1993,12/13/1997,1453-63518,1693,1
Z-WL,M,Y,SFLA931,4/25/1993,12/13/1997,1453-63518,1693,1
Z-RL,F,Y,SFLA931,4/25/1993,3/17/1998,1453-63519,1787,1
Z-RL,F,Y,SFLA931,4/25/1993,3/17/1998,1453-63519,1787,1
Z-RL,F,Y,SFLA931,4/25/1993,3/17/1998,1453-63519,1787,1
Z-RL,F,Y,SFLA931,4/25/1993,3/17/1998,1453-63519,1787,1
Z-RL,F,Y,SFLA931,4/25/1993,3/17/1998,1453-63519,1787,1
Z-BG,M,Y,WAHO931,4/24/1993,2/18/1998,1453-63522,1761,1
Z-BG,M,Y,WAHO931,4/24/1993,2/18/1998,1453-63522,1761,1
Z-BG,M,Y,WAHO931,4/24/1993,2/18/1998,1453-63522,1761,1
Z-OG,M,Y,WAHO931,4/24/1993,1/10/2007,1453-63524,5009,1
Z-OG,M,Y,WAHO931,4/24/1993,1/10/2007,1453-63524,5009,1
Z-OG,M,Y,WAHO931,4/24/1993,1/10/2007,1453-63524,5009,1
Z-OG,M,Y,WAHO931,4/24/1993,1/10/2007,1453-63524,5009,1
Z-OG,M,Y,WAHO931,4/24/1993,1/10/2007,1453-63524,5009,1
Z-OG,M,Y,WAHO931,4/24/1993,1/10/2007,1453-63524,5009,1
Z-OG,M,Y,WAHO931,4/24/1993,1/10/2007,1453-63524,5009,1
Z-OG,M,Y,WAHO931,4/24/1993,1/10/2007,1453-63524,5009,1
Z-OG,M,Y,WAHO931,4/24/1993,1/10/2007,1453-63524,5009,1
Z-OG,M,Y,WAHO931,4/24/1993,1/10/2007,1453-63524,5009,1
Z-OG,M,Y,WAHO931,4/24/1993,1/10/2007,1453-63524,5009,1
Z-OG,M,Y,WAHO931,4/24/1993,1/10/2007,1453-63524,5009,1
Z-OG,M,Y,WAHO931,4/24/1993,1/10/2007,1453-63524,5009,1
Z-OG,M,Y,WAHO931,4/24/1993,1/10/2007,1453-63524,5009,1
Z-OG,M,Y,WAHO931,4/24/1993,1/10/2007,1453-63524,5009,1
Z-OG,M,Y,WAHO931,4/24/1993,1/10/2007,1453-63524,5009,1
Z-OG,M,Y,WAHO931,4/24/1993,1/10/2007,1453-63524,5009,1
Z-OG,M,Y,WAHO931,4/24/1993,1/10/2007,1453-63524,5009,1
Z-OG,M,Y,WAHO931,4/24/1993,1/10/2007,1453-63524,5009,1
Z-OG,M,Y,WAHO931,4/24/1993,1/10/2007,1453-63524,5009,1
Z-OG,M,Y,WAHO931,4/24/1993,1/10/2007,1453-63524,5009,1
Z-OG,M,Y,WAHO931,4/24/1993,1/10/2007,1453-63524,5009,1
Z-OG,M,Y,WAHO931,4/24/1993,1/10/2007,1453-63524,5009,1
Z-OG,M,Y,WAHO931,4/24/1993,1/10/2007,1453-63524,5009,1
Z-OG,M,Y,WAHO931,4/24/1993,1/10/2007,1453-63524,5009,1
Z-OG,M,Y,WAHO931,4/24/1993,1/10/2007,1453-63524,5009,1
Z-OG,M,Y,WAHO931,4/24/1993,1/10/2007,1453-63524,5009,1
Z-OG,M,Y,WAHO931,4/24/1993,1/10/2007,1453-63524,5009,1
Z-OG,M,Y,WAHO931,4/24/1993,1/10/2007,1453-63524,5009,1
Z-OG,M,Y,WAHO931,4/24/1993,1/10/2007,1453-63524,5009,1
Z-OG,M,Y,WAHO931,4/24/1993,1/10/2007,1453-63524,5009,1
Z-OG,M,Y,WAHO931,4/24/1993,1/10/2007,1453-63524,5009,1
Z-OG,M,Y,WAHO931,4/24/1993,1/10/2007,1453-63524,5009,1
Z-OG,M,Y,WAHO931,4/24/1993,1/10/2007,1453-63524,5009,1
Z-OG,M,Y,WAHO931,4/24/1993,1/10/2007,1453-63524,5009,1
Z-OG,M,Y,WAHO931,4/24/1993,1/10/2007,1453-63524,5009,1
Z-OG,M,Y,WAHO931,4/24/1993,1/10/2007,1453-63524,5009,1
Z-OG,M,Y,WAHO931,4/24/1993,1/10/2007,1453-63524,5009,1
Z-OG,M,Y,WAHO931,4/24/1993,1/10/2007,1453-63524,5009,1
Z-OG,M,Y,WAHO931,4/24/1993,1/10/2007,1453-63524,5009,1
Z-LG,F,Y,WAHO931,4/24/1993,4/10/2002,1453-63525,3273,1
Z-LG,F,Y,WAHO931,4/24/1993,4/10/2002,1453-63525,3273,1
Z-FG,M,Y,BNCH931,4/24/1993,9/13/1997,1453-63526,1603,1
Z-FG,M,Y,BNCH931,4/24/1993,9/13/1997,1453-63526,1603,1
Z-AG,M,Y,BNCH931,4/24/1993,12/10/2002,1453-63527,3517,1
Z-AG,M,Y,BNCH931,4/24/1993,12/10/2002,1453-63527,3517,1
Z-GY,M,Y,SCOP931,4/25/1993,6/14/2001,1453-63530,2972,1
Z-GY,M,Y,SCOP931,4/25/1993,6/14/2001,1453-63530,2972,1
Z-GY,M,Y,SCOP931,4/25/1993,6/14/2001,1453-63530,2972,1
Z-GY,M,Y,SCOP931,4/25/1993,6/14/2001,1453-63530,2972,1
Z-GY,M,Y,SCOP931,4/25/1993,6/14/2001,1453-63530,2972,1
Z-GY,M,Y,SCOP931,4/25/1993,6/14/2001,1453-63530,2972,1
Z-GY,M,Y,SCOP931,4/25/1993,6/14/2001,1453-63530,2972,1
Z-GY,M,Y,SCOP931,4/25/1993,6/14/2001,1453-63530,2972,1
Z-GY,M,Y,SCOP931,4/25/1993,6/14/2001,1453-63530,2972,1
Z-GY,M,Y,SCOP931,4/25/1993,6/14/2001,1453-63530,2972,1
Z-GY,M,Y,SCOP931,4/25/1993,6/14/2001,1453-63530,2972,1
Z-GY,M,Y,SCOP931,4/25/1993,6/14/2001,1453-63530,2972,1
Z-GY,M,Y,SCOP931,4/25/1993,6/14/2001,1453-63530,2972,1
Z-GY,M,Y,SCOP931,4/25/1993,6/14/2001,1453-63530,2972,1
Z-GY,M,Y,SCOP931,4/25/1993,6/14/2001,1453-63530,2972,1
Z-GY,M,Y,SCOP931,4/25/1993,6/14/2001,1453-63530,2972,1
Z-GY,M,Y,SCOP931,4/25/1993,6/14/2001,1453-63530,2972,1
Z-GY,M,Y,SCOP931,4/25/1993,6/14/2001,1453-63530,2972,1
Z-GY,M,Y,SCOP931,4/25/1993,6/14/2001,1453-63530,2972,1
Z-YY,F,Y,SCOP931,4/25/1993,8/17/1993,1453-63531,114,1
Z-YY,F,Y,SCOP931,4/25/1993,8/17/1993,1453-63531,114,1
Z-OY,M,Y,LOOP931,4/26/1993,4/15/1995,1453-63534,719,1
Z-OY,M,Y,LOOP931,4/26/1993,4/15/1995,1453-63534,719,1
Z-LY,F,Y,LOOP931,4/26/1993,1/14/1998,1453-63535,1724,1
Z-LY,F,Y,LOOP931,4/26/1993,1/14/1998,1453-63535,1724,1
Z-AY,F,Y,LINX931,4/26/1993,8/11/1995,1453-63537,837,1
Z-AY,F,Y,LINX931,4/26/1993,8/11/1995,1453-63537,837,1
Z-YW,M,Y,CHOP932,5/3/1993,8/18/2003,1453-63539,3759,2
Z-YW,M,Y,CHOP932,5/3/1993,8/18/2003,1453-63539,3759,2
Z-YW,M,Y,CHOP932,5/3/1993,8/18/2003,1453-63539,3759,2
Z-YW,M,Y,CHOP932,5/3/1993,8/18/2003,1453-63539,3759,2
Z-YW,M,Y,CHOP932,5/3/1993,8/18/2003,1453-63539,3759,2
Z-YW,M,Y,CHOP932,5/3/1993,8/18/2003,1453-63539,3759,2
Z-YW,M,Y,CHOP932,5/3/1993,8/18/2003,1453-63539,3759,2
Z-YW,M,Y,CHOP932,5/3/1993,8/18/2003,1453-63539,3759,2
Z-YW,M,Y,CHOP932,5/3/1993,8/18/2003,1453-63539,3759,2
Z-YW,M,Y,CHOP932,5/3/1993,8/18/2003,1453-63539,3759,2
Z-YW,M,Y,CHOP932,5/3/1993,8/18/2003,1453-63539,3759,2
Z-YW,M,Y,CHOP932,5/3/1993,8/18/2003,1453-63539,3759,2
Z-YW,M,Y,CHOP932,5/3/1993,8/18/2003,1453-63539,3759,2
Z-YW,M,Y,CHOP932,5/3/1993,8/18/2003,1453-63539,3759,2
Z-YW,M,Y,CHOP932,5/3/1993,8/18/2003,1453-63539,3759,2
Z-YW,M,Y,CHOP932,5/3/1993,8/18/2003,1453-63539,3759,2
Z-YW,M,Y,CHOP932,5/3/1993,8/18/2003,1453-63539,3759,2
Z-YW,M,Y,CHOP932,5/3/1993,8/18/2003,1453-63539,3759,2
Z-YW,M,Y,CHOP932,5/3/1993,8/18/2003,1453-63539,3759,2
Z-YW,M,Y,CHOP932,5/3/1993,8/18/2003,1453-63539,3759,2
Z-YW,M,Y,CHOP932,5/3/1993,8/18/2003,1453-63539,3759,2
Z-YW,M,Y,CHOP932,5/3/1993,8/18/2003,1453-63539,3759,2
Z-YW,M,Y,CHOP932,5/3/1993,8/18/2003,1453-63539,3759,2
Z-YW,M,Y,CHOP932,5/3/1993,8/18/2003,1453-63539,3759,2
Z-YW,M,Y,CHOP932,5/3/1993,8/18/2003,1453-63539,3759,2
Z-YW,M,Y,CHOP932,5/3/1993,8/18/2003,1453-63539,3759,2
Z-YW,M,Y,CHOP932,5/3/1993,8/18/2003,1453-63539,3759,2
Z-YW,M,Y,CHOP932,5/3/1993,8/18/2003,1453-63539,3759,2
Z-YW,M,Y,CHOP932,5/3/1993,8/18/2003,1453-63539,3759,2
Z-YW,M,Y,CHOP932,5/3/1993,8/18/2003,1453-63539,3759,2
Z-YW,M,Y,CHOP932,5/3/1993,8/18/2003,1453-63539,3759,2
Z-YW,M,Y,CHOP932,5/3/1993,8/18/2003,1453-63539,3759,2
Z-YW,M,Y,CHOP932,5/3/1993,8/18/2003,1453-63539,3759,2
Z-YW,M,Y,CHOP932,5/3/1993,8/18/2003,1453-63539,3759,2
Z-YW,M,Y,CHOP932,5/3/1993,8/18/2003,1453-63539,3759,2
Z-YW,M,Y,CHOP932,5/3/1993,8/18/2003,1453-63539,3759,2
Z-YW,M,Y,CHOP932,5/3/1993,8/18/2003,1453-63539,3759,2
Z-YW,M,Y,CHOP932,5/3/1993,8/18/2003,1453-63539,3759,2
Z-YW,M,Y,CHOP932,5/3/1993,8/18/2003,1453-63539,3759,2
Z-YW,M,Y,CHOP932,5/3/1993,8/18/2003,1453-63539,3759,2
Z-YW,M,Y,CHOP932,5/3/1993,8/18/2003,1453-63539,3759,2
Z-YW,M,Y,CHOP932,5/3/1993,8/18/2003,1453-63539,3759,2
Z-YW,M,Y,CHOP932,5/3/1993,8/18/2003,1453-63539,3759,2
Z-YW,M,Y,CHOP932,5/3/1993,8/18/2003,1453-63539,3759,2
Z-YW,M,Y,CHOP932,5/3/1993,8/18/2003,1453-63539,3759,2
Z-BW,F,Y,CHOP932,5/3/1993,12/16/1993,1453-63540,227,2
Z-BW,F,Y,CHOP932,5/3/1993,12/16/1993,1453-63540,227,2
Z-BW,F,Y,CHOP932,5/3/1993,12/16/1993,1453-63540,227,2
Z-PW,M,Y,CHOP932,5/3/1993,4/14/1994,1453-63541,346,2
Z-PW,M,Y,CHOP932,5/3/1993,4/14/1994,1453-63541,346,2
Z-PW,M,Y,CHOP932,5/3/1993,4/14/1994,1453-63541,346,2
Z-RB,M,Y,SCOB931,5/5/1993,4/15/1995,1453-63547,710,1
Z-RB,M,Y,SCOB931,5/5/1993,4/15/1995,1453-63547,710,1
Z-RB,M,Y,SCOB931,5/5/1993,4/15/1995,1453-63547,710,1
Z-GB,F,Y,SCOB931,5/5/1993,11/12/2003,1453-63548,3843,1
Z-GB,F,Y,SCOB931,5/5/1993,11/12/2003,1453-63548,3843,1
Z-GB,F,Y,SCOB931,5/5/1993,11/12/2003,1453-63548,3843,1
Z-GB,F,Y,SCOB931,5/5/1993,11/12/2003,1453-63548,3843,1
Z-YB,F,Y,SCOB931,5/5/1993,4/15/1995,1453-63549,710,1
Z-YB,F,Y,SCOB931,5/5/1993,4/15/1995,1453-63549,710,1
Z-OB,F,Y,SWAL932,5/6/1993,4/14/1994,1453-63552,343,2
Z-OB,F,Y,SWAL932,5/6/1993,4/14/1994,1453-63552,343,2
Z-LR,F,Y,FENC932,5/5/1993,1/13/1994,1453-63554,253,2
Z-LR,F,Y,FENC932,5/5/1993,1/13/1994,1453-63554,253,2
Z-FR,F,Y,FENC932,5/5/1993,11/15/1997,1453-63555,1655,2
Z-FR,F,Y,FENC932,5/5/1993,11/15/1997,1453-63555,1655,2
Z-RP,F,Y,DEER933,5/8/1993,8/12/1994,1453-63558,461,2
Z-RP,F,Y,DEER933,5/8/1993,8/12/1994,1453-63558,461,2
Z-GP,M,Y,DEER933,5/8/1993,4/10/2002,1453-63559,3259,2
Z-GP,M,Y,DEER933,5/8/1993,4/10/2002,1453-63559,3259,2
Z-GP,M,Y,DEER933,5/8/1993,4/10/2002,1453-63559,3259,2
Z-GP,M,Y,DEER933,5/8/1993,4/10/2002,1453-63559,3259,2
Z-GP,M,Y,DEER933,5/8/1993,4/10/2002,1453-63559,3259,2
Z-AP,M,Y,WCPR931,5/8/1993,7/10/1997,1453-63561,1524,1
Z-AP,M,Y,WCPR931,5/8/1993,7/10/1997,1453-63561,1524,1
Z-PO,F,Y,WWSX932,5/8/1993,2/12/1995,1453-63563,645,2
Z-PO,F,Y,WWSX932,5/8/1993,2/12/1995,1453-63563,645,2
Z-LO,F,Y,WWSX932,5/8/1993,4/15/1995,1453-63565,707,2
Z-LO,F,Y,WWSX932,5/8/1993,4/15/1995,1453-63565,707,2
Z-PP,F,Y,LAZT932,5/5/1993,2/12/1996,1453-63567,1013,2
Z-PP,F,Y,LAZT932,5/5/1993,2/12/1996,1453-63567,1013,2
Z-FB,F,Y,CURY931,5/11/1993,6/11/1997,1453-63572,1492,1
Z-FB,F,Y,CURY931,5/11/1993,6/11/1997,1453-63572,1492,1
Z-FB,F,Y,CURY931,5/11/1993,6/11/1997,1453-63572,1492,1
Z-AB,F,Y,CURY931,5/11/1993,2/12/1995,1453-63573,642,1
Z-AB,F,Y,CURY931,5/11/1993,2/12/1995,1453-63573,642,1
Z-AB,F,Y,CURY931,5/11/1993,2/12/1995,1453-63573,642,1
Z-WO,M,Y,CACT932,5/14/1993,6/15/1994,1453-63575,397,2
Z-WO,M,Y,CACT932,5/14/1993,6/15/1994,1453-63575,397,2
Z-RO,F,Y,CACT932,5/14/1993,8/12/1994,1453-63576,455,2
Z-RO,F,Y,CACT932,5/14/1993,8/12/1994,1453-63576,455,2
Z-RO,F,Y,CACT932,5/14/1993,8/12/1994,1453-63576,455,2
Z-GO,F,Y,CACT932,5/14/1993,5/14/2001,1453-63577,2922,2
Z-GO,F,Y,CACT932,5/14/1993,5/14/2001,1453-63577,2922,2
Z-GO,F,Y,CACT932,5/14/1993,5/14/2001,1453-63577,2922,2
Z-GO,F,Y,CACT932,5/14/1993,5/14/2001,1453-63577,2922,2
Z-GO,F,Y,CACT932,5/14/1993,5/14/2001,1453-63577,2922,2
Z-GO,F,Y,CACT932,5/14/1993,5/14/2001,1453-63577,2922,2
Z-GO,F,Y,CACT932,5/14/1993,5/14/2001,1453-63577,2922,2
Z-GO,F,Y,CACT932,5/14/1993,5/14/2001,1453-63577,2922,2
Z-GO,F,Y,CACT932,5/14/1993,5/14/2001,1453-63577,2922,2
Z-GO,F,Y,CACT932,5/14/1993,5/14/2001,1453-63577,2922,2
Z-GO,F,Y,CACT932,5/14/1993,5/14/2001,1453-63577,2922,2
Z-GO,F,Y,CACT932,5/14/1993,5/14/2001,1453-63577,2922,2
Z-GO,F,Y,CACT932,5/14/1993,5/14/2001,1453-63577,2922,2
Z-GO,F,Y,CACT932,5/14/1993,5/14/2001,1453-63577,2922,2
Z-GO,F,Y,CACT932,5/14/1993,5/14/2001,1453-63577,2922,2
Z-GO,F,Y,CACT932,5/14/1993,5/14/2001,1453-63577,2922,2
Z-GO,F,Y,CACT932,5/14/1993,5/14/2001,1453-63577,2922,2
Z-GO,F,Y,CACT932,5/14/1993,5/14/2001,1453-63577,2922,2
Z-GO,F,Y,CACT932,5/14/1993,5/14/2001,1453-63577,2922,2
Z-GO,F,Y,CACT932,5/14/1993,5/14/2001,1453-63577,2922,2
Z-GO,F,Y,CACT932,5/14/1993,5/14/2001,1453-63577,2922,2
Z-GO,F,Y,CACT932,5/14/1993,5/14/2001,1453-63577,2922,2
Z-GO,F,Y,CACT932,5/14/1993,5/14/2001,1453-63577,2922,2
Z-GO,F,Y,CACT932,5/14/1993,5/14/2001,1453-63577,2922,2
Z-GO,F,Y,CACT932,5/14/1993,5/14/2001,1453-63577,2922,2
Z-GO,F,Y,CACT932,5/14/1993,5/14/2001,1453-63577,2922,2
Z-GO,F,Y,CACT932,5/14/1993,5/14/2001,1453-63577,2922,2
Z-GO,F,Y,CACT932,5/14/1993,5/14/2001,1453-63577,2922,2
Z-GO,F,Y,CACT932,5/14/1993,5/14/2001,1453-63577,2922,2
Z-GO,F,Y,CACT932,5/14/1993,5/14/2001,1453-63577,2922,2
Z-GO,F,Y,CACT932,5/14/1993,5/14/2001,1453-63577,2922,2
Z-GO,F,Y,CACT932,5/14/1993,5/14/2001,1453-63577,2922,2
Z-GO,F,Y,CACT932,5/14/1993,5/14/2001,1453-63577,2922,2
Z-GO,F,Y,CACT932,5/14/1993,5/14/2001,1453-63577,2922,2
Z-GO,F,Y,CACT932,5/14/1993,5/14/2001,1453-63577,2922,2
Z-GO,F,Y,CACT932,5/14/1993,5/14/2001,1453-63577,2922,2
Z-GO,F,Y,CACT932,5/14/1993,5/14/2001,1453-63577,2922,2
