USFWBand,JayID,Sex,AgeKnown,NatalNest,FldgDate,LastObsDate
1573-97987,LCP-,M,Y,CHOB052,5/14/2005,8/15/2005
1603-51812,fHW-C,M,Y,NPOL991,4/7/1999,12/14/2011
1713-89767,WCH=,M,Y,WLIN051,5/15/2005,10/14/2015
1573-97992,GCn-,M,Y,WLIN051,5/15/2005,5/15/2005
1573-97993,WCR-,M,Y,TP39053,5/11/2005,10/14/2015
1603-51798,-CHP,M,Y,NCHP082,6/11/2008,9/16/2008
1603-16623,HCn-,M,Y,CHOP054,6/13/2005,6/15/2005
1573-97999,PCA-,M,Y,REED053,5/21/2005,10/14/2015
1573-97911,WCH-,M,Y,WSIX051,4/30/2005,11/14/2006
1603-16605,RCB-,M,Y,SAND054,5/26/2005,7/11/2008
1603-51792,H-CGG,M,Y,SAND082,5/31/2008,9/16/2008
1603-51791,-CnR,M,Y,SAND082,5/31/2008,7/3/2008
1603-16608,RCW-,M,Y,LARR052,5/29/2005,7/19/2007
1603-16609,HCG-,M,Y,SWAL051,6/2/2005,10/19/2006
1603-16610,BCn-,M,Y,SWAL051,6/2/2005,4/20/2005
1603-16611,PCn-,M,Y,SWAL051,6/2/2005,6/3/2005
1603-16612,OCn-,M,Y,CURY052,5/31/2005,6/1/2005
1603-51794,H-CGB,M,Y,REED084,6/6/2008,1/18/2012
1713-13348,-nWQ,M,Y,SHIC101,4/25/2010,4/25/2010
1603-51852,YW-Q,M,Y,SFLW091,5/2/2009,1/20/2010
1713-13354,-ROQ,M,Y,CHET101,4/24/2010,7/15/2015
1573-66514,CF-W,M,Y,CHOP042,5/2/2004,10/19/2006
1713-13352,-RBQ,M,Y,CHET101,4/24/2010,8/12/2013
1573-66520,CF-n,M,Y,TP39042,5/7/2004,7/2/2004
1573-66521,CA-O,M,Y,TP39042,5/7/2004,7/15/2004
1713-13351,-RYQ,M,Y,SHIC101,4/25/2010,9/19/2012
1573-66509,CW-L,M,Y,SCOB041,5/3/2004,12/13/2004
1573-66524,CG-W,M,Y,WAHO043,5/11/2004,8/12/2004
1713-13346,-nOQ,M,Y,PINN101,4/25/2010,6/17/2010
1573-66528,CA-H,M,Y,NO19043,5/14/2004,11/14/2005
1713-13344,-nBQ,M,Y,REED101,4/24/2010,5/30/2010
1713-13343,-WYQ,M,Y,WARY101,4/23/2010,7/12/2010
1573-66092,CL-G,M,Y,DICE042,5/16/2004,10/15/2014
1573-66532,CF-G,M,Y,DICE042,5/16/2004,9/13/2004
1573-66533,CA-G,M,Y,DICE042,5/16/2004,7/15/2004
1573-66534,CW-H,M,Y,LOPZ043,5/18/2004,6/16/2010
1713-13342,-WGQ,M,Y,WARY101,4/23/2010,10/14/2015
1573-66523,CB-W,M,Y,WAHO043,5/11/2004,2/15/2012
1573-65997,CF-n,M,Y,SCOP041,4/29/2004,5/11/2004
1453-78379,-YZP,M,Y,NO19962,6/2/1996,4/14/1998
1573-65989,CW-F,M,Y,SCUT041,4/29/2004,4/15/2008
1573-65990,CR-F,M,Y,SCUT041,4/29/2004,7/11/2008
1713-13358,-nGQ,M,Y,BNCH101,4/27/2010,4/29/2010
1713-13357,-GRQ,M,Y,BNCH101,4/27/2010,8/12/2015
1573-65993,CB-F,M,Y,SHIC041,4/29/2004,7/15/2004
1573-65994,CP-F,M,Y,SHIC041,4/29/2004,3/13/2007
1573-66510,CR-L,M,Y,SCOB041,5/3/2004,8/10/2006
1573-65996,CL-F,M,Y,SCOP041,4/29/2004,2/15/2005
1603-51870,nH-Q,M,Y,CHIK091,5/9/2009,6/30/2009
1573-65998,CW-n,M,Y,ELIN041,5/1/2004,5/1/2004
1573-65999,CR-n,M,Y,ELIN041,5/1/2004,5/29/2004
1573-66000,CG-n,M,Y,ELIN041,5/1/2004,5/1/2004
1573-66502,CB-n,M,Y,MITA041,5/3/2004,5/3/2004
1573-66503,CP-A,M,Y,MITA041,5/3/2004,8/16/2007
1573-66505,CL-n,M,Y,MITA041,5/3/2004,5/3/2004
1573-66506,CA-L,M,Y,WCUL041,4/30/2004,9/16/2008
1573-66507,CF-B,M,Y,NWES041,5/2/2004,12/12/2005
1713-13356,-nWQ,M,Y,BNCH101,4/27/2010,4/29/2010
1573-97901,LCR-,M,Y,CRSN051,4/26/2005,5/12/2014
1573-66584,HCW-,M,Y,DICE051,4/18/2005,4/12/2006
1573-66585,BCn-,M,Y,DICE051,4/18/2005,4/18/2005
1573-66586,PCW-,M,Y,EBAY051,4/21/2005,3/13/2008
1573-66587,OCW-,M,Y,EBAY051,4/21/2005,7/17/2009
1603-51841,RO-Q,M,Y,NBEN091,5/1/2009,4/14/2010
1573-66590,WCn-,M,Y,SLAK051,4/20/2005,5/11/2005
1603-51877,nP-Q,M,Y,NXRD091,5/11/2009,5/25/2009
1573-66536,CG-H,M,Y,LOPZ043,5/18/2004,7/14/2005
1573-66600,OCn-,M,Y,CRSN051,4/26/2005,4/27/2005
1573-66580,WCW-,M,Y,ASPH051,4/5/2005,6/7/2005
1603-51829,nB-Q,M,Y,NWTR091,4/27/2009,6/11/2009
1573-97904,WCn-,M,Y,N18E052,5/1/2005,5/29/2005
1713-49397,GCG-,M,Y,N18E052,5/1/2005,11/13/2013
1573-97907,HCn-,M,Y,N18E052,5/1/2005,6/13/2005
1603-51855,YY-Q,M,Y,SFLC091,5/2/2009,10/14/2015
1573-97909,PCG-,M,Y,FENC051,4/30/2005,6/16/2005
1573-97910,OCG-,M,Y,FENC051,4/30/2005,7/14/2005
1603-16672,-RCH,M,Y,COPS061,4/28/2006,9/11/2006
1573-66596,PCR-,M,Y,CTRN051,4/22/2005,5/19/2010
1573-66558,CH-A,M,Y,ANNI044,6/8/2004,10/14/2015
1603-51854,nG-Q,M,Y,SFLC091,5/2/2009,5/31/2009
1573-66546,CR-W,M,Y,ANGL042,6/2/2004,4/12/2006
1603-51884,OY-Q,M,Y,SCAC091,5/16/2009,2/13/2013
1573-66548,CA-R,M,Y,MERL043,6/7/2004,6/14/2006
1013-63301,AZ-W,M,Y,SORA921,5/13/1992,3/12/1993
1603-51838,RY-Q,M,Y,RAUL091,5/1/2009,11/18/2009
1603-51865,BY-Q,M,Y,PLAZ091,5/7/2009,10/14/2009
1573-66554,CH-n,M,Y,N18E042,6/7/2004,7/15/2004
1573-66583,GCW-,M,Y,DICE051,4/18/2005,7/13/2006
1573-66557,CG-A,M,Y,ANNI044,6/8/2004,7/18/2012
1603-51842,RL-Q,M,Y,NBEN091,5/1/2009,7/17/2009
1573-66561,CB-n,M,Y,SFLA043,6/11/2004,7/6/2004
1603-51831,WO-Q,M,Y,CHET092,4/27/2009,10/19/2011
1573-66563,CO-n,M,Y,SFLA043,6/11/2004,6/15/2004
1573-66565,CB-n,M,Y,BIGL042,6/15/2004,6/15/2004
1573-66569,CB-A,M,Y,SFLS046,6/22/2004,10/13/2004
1573-66570,CL-A,M,Y,SFLS046,6/22/2004,12/13/2006
1573-66571,CO-n,M,Y,SFLS046,6/22/2004,6/15/2004
1573-66538,CB-H,M,Y,WCOP043,5/20/2004,8/12/2004
1603-51898,nG-Q,M,Y,PITA092,5/23/2009,7/17/2009
1603-17481,CGn-,M,Y,SCOP071,5/5/2007,5/16/2007
1603-51585,-CnW,M,Y,HTOP082,5/3/2008,5/5/2008
1603-17471,CHR-,M,Y,CRSM071,5/2/2007,11/12/2008
1603-17472,CBR-,M,Y,CRSM071,5/2/2007,10/14/2015
1603-17473,CPn-,M,Y,CRSM071,5/2/2007,5/17/2007
1603-51570,-CBW,M,Y,ANNI081,4/29/2008,10/13/2010
1603-17475,CLR-,M,Y,SFLS071,5/4/2007,6/20/2007
1603-17476,CFn-,M,Y,SFLS071,5/4/2007,5/4/2007
1603-17469,CRn-,M,Y,SHED071,4/28/2007,4/28/2007
1603-17479,CWn-,M,Y,SCOP071,5/5/2007,6/21/2007
1603-17465,COn-,M,Y,SFRR071,4/25/2007,5/7/2007
1603-17484,CPn-,M,Y,SFLC071,5/4/2007,5/16/2007
1603-17485,COn-,M,Y,VALL071,5/5/2007,6/18/2007
1603-17486,CLn-,M,Y,VALL071,5/5/2007,6/22/2007
1603-51566,-CAH,M,Y,BIGL082,4/30/2008,10/14/2015
1603-51565,-CAL,M,Y,BIGL082,4/30/2008,7/11/2008
1603-17489,CWn-,M,Y,DICE072,5/5/2007,5/5/2007
1603-17494,CPn-,M,Y,SFLA071,5/4/2007,5/4/2007
1603-51562,-CAB,M,Y,SHIC081,4/29/2008,7/11/2008
1603-17477,CAn-,M,Y,SFLS071,5/4/2007,5/9/2007
1603-17422,H-RCO,M,Y,EBAY064,6/7/2006,10/14/2015
1603-16662,-PCG,M,Y,FENC061,4/22/2006,7/18/2006
1603-17413,H-GCB,M,Y,CATE061,5/28/2006,6/11/2014
1603-17414,-HCn,M,Y,CATE061,5/28/2006,6/14/2006
1603-51579,-CYG,M,Y,COPS081,5/1/2008,9/14/2011
1603-51577,-CHW,M,Y,RATL081,4/30/2008,7/11/2008
1603-51575,-CRB,M,Y,MOLY081,4/30/2008,5/19/2010
1603-17419,H-FCG,M,Y,BECK062,6/3/2006,7/13/2006
1603-17470,CGn-,M,Y,SHED071,4/28/2007,4/28/2007
1603-17421,H-WCO,M,Y,EBAY064,6/7/2006,3/13/2007
1603-17500,CFH-,M,Y,POLA072,5/7/2007,12/11/2007
1603-51573,-CnY,M,Y,ANNI081,4/29/2008,6/23/2008
1603-17424,-LCG,M,Y,WAHO062,6/9/2006,6/11/2009
1603-17459,CWn-,M,Y,SLAK071,4/23/2007,4/23/2007
1603-17460,CRW-,M,Y,SLAK071,4/23/2007,8/17/2011
1603-17461,CGW-,M,Y,SLAK071,4/23/2007,7/19/2007
1603-51572,-CBG,M,Y,ANNI081,4/29/2008,11/12/2008
1603-17463,CBn-,M,Y,SFRR071,4/25/2007,5/16/2007
1603-17464,CPW-,M,Y,SFRR071,4/25/2007,7/14/2010
1603-17420,H-ACG,M,Y,BECK062,6/3/2006,7/19/2007
1603-51187,-CGB,M,Y,CHIK081,4/18/2008,10/14/2015
1603-51175,-CnB,M,Y,CHET081,4/17/2008,4/17/2008
1603-51178,-CWO,M,Y,LARR081,4/20/2008,10/14/2009
1603-51179,-CWL,M,Y,LARR081,4/20/2008,1/16/2013
1603-51180,-CRL,M,Y,CRSM081,4/20/2008,3/15/2009
1603-51181,-CRH,M,Y,CRSM081,4/20/2008,8/22/2012
1603-51182,-CRA,M,Y,CRSM081,4/20/2008,10/16/2013
1603-51183,-CGW,M,Y,NSWL081,4/20/2008,8/18/2008
1603-51561,-CnY,M,Y,SHIC081,4/29/2008,5/15/2008
1603-51186,-CnY,M,Y,NSWL081,4/20/2008,4/29/2008
1603-51170,-CWG,M,Y,SLAK081,4/17/2008,10/15/2008
1603-51517,-CPB,M,Y,SCAC081,4/24/2008,7/11/2008
1603-51515,-CPG,M,Y,WSIX082,4/23/2008,7/11/2008
1603-51198,-CnA,M,Y,PMPE081,4/23/2008,4/23/2008
1603-51514,-CPR,M,Y,WSIX082,4/23/2008,7/11/2008
1603-51200,-CBH,M,Y,ASPH081,4/23/2008,4/14/2009
1603-51501,-cna,M,Y,ASPH081,4/23/2008,5/14/2008
1603-51502,-CPW,M,Y,WSIX082,4/23/2008,7/11/2008
1603-51511,-CnB,M,Y,MERL081,4/22/2008,4/22/2008
1603-51184,-CnR,M,Y,NSWL081,4/20/2008,4/29/2008
1603-51533,-COP,M,Y,CHOP081,4/26/2008,3/15/2009
1603-17409,H-LCP,M,Y,N7RD062,5/26/2006,10/19/2006
1603-51113,CGP-,M,Y,ANGL071,5/13/2007,8/17/2011
1603-51117,COn-,M,Y,PINE071,5/14/2007,5/14/2007
1603-51118,CFP-,M,Y,SCRP072,5/15/2007,8/18/2008
1603-51540,-CWR,M,Y,SFLW081,4/27/2008,10/15/2008
1603-51120,CWn-,M,Y,COPS073,5/16/2007,6/13/2007
1603-51121,CRO-,M,Y,COPS073,5/16/2007,3/15/2009
1603-51128,CWL-,M,Y,SCUT072,5/16/2007,10/16/2007
1603-51172,-CnB,M,Y,SLAK081,4/17/2008,5/8/2008
1603-51131,CAO-,M,Y,SHIC072,5/20/2007,6/11/2014
1603-51171,-CWY,M,Y,SLAK081,4/17/2008,8/13/2014
1603-51525,-CYR,M,Y,SCUT081,4/25/2008,9/14/2011
1603-51524,-CYW,M,Y,SCUT081,4/25/2008,10/15/2008
1603-51522,-CYH,M,Y,PITA081,4/24/2008,7/17/2009
1603-51145,COA-,M,Y,ASPH074,6/3/2007,4/15/2008
1603-51146,CLn-,M,Y,ASPH074,6/3/2007,6/4/2007
1603-51149,CWA-,M,Y,WSIX072,6/4/2007,6/16/2008
1603-51521,-CPH,M,Y,PLAZ081,4/23/2008,4/11/2012
1603-51557,-CHH,M,Y,GRVR081,4/28/2008,2/18/2010
1603-51129,CRL-,M,Y,SCUT072,5/16/2007,3/13/2008
1603-51736,-CnL,M,Y,ATNT081,5/18/2008,5/19/2008
1603-17411,-WCn,M,Y,MERL063,5/27/2006,6/15/2006
1603-51747,-CnO,M,Y,MATT082,5/21/2008,5/21/2008
1603-17206,-HCn,M,Y,SCOB061,4/30/2006,5/29/2006
1603-17207,-BCn,M,Y,TRTL061,4/27/2006,5/16/2006
1603-51746,H-CLP,M,Y,MATT082,5/21/2008,7/11/2008
1603-51740,-CLA,M,Y,BUBO082,5/20/2008,7/11/2008
1603-17216,-ACL,M,Y,PEWE061,5/1/2006,8/10/2006
1603-17203,-WCL,M,Y,SCOB061,4/30/2006,8/10/2006
1603-17219,-OCn,M,Y,N18E062,4/30/2006,5/30/2006
1603-17202,-PCO,M,Y,POLA062,4/28/2006,7/11/2008
1603-51735,H-COO,M,Y,ATNT081,5/18/2008,11/12/2008
1603-17222,-ACP,M,Y,BUBO061,4/30/2006,6/16/2010
1603-17223,-GCn,M,Y,NXRD061,5/5/2006,5/7/2006
1603-17224,-HCn,M,Y,NXRD061,5/5/2006,5/7/2006
1603-51733,-CnP,M,Y,SCRP083,5/15/2008,6/1/2008
1603-17226,-PCn,M,Y,NXRD061,5/5/2006,5/7/2006
1603-51732,-CLB,M,Y,SCRP083,5/15/2008,8/18/2008
1713-49395,-RCA,M,Y,CURY061,5/3/2006,10/14/2015
1603-17217,-WCF,M,Y,CACT061,5/1/2006,2/14/2007
1603-51753,H-CHW,M,Y,SCOB082,5/23/2008,12/16/2009
1713-13359,-nYQ,M,Y,BNCH101,4/27/2010,4/29/2010
1603-16673,-GCn,M,Y,COPS061,4/28/2006,4/28/2006
1603-16674,-HCH,M,Y,CHOP061,4/26/2006,9/11/2007
1603-16675,-BCH,M,Y,CHOP061,4/26/2006,6/14/2006
1603-16676,-PCn,M,Y,CHOP061,4/26/2006,5/19/2006
1603-16677,-LCH,M,Y,WCUL061,4/25/2006,9/16/2009
1603-16684,-BCn,M,Y,PLAZ061,4/26/2006,5/4/2006
1603-17204,-RCL,M,Y,SCOB061,4/30/2006,10/15/2008
1603-51754,H-CHR,M,Y,SCOB082,5/23/2008,10/14/2015
1603-51721,-CBA,M,Y,HEWT083,5/8/2008,10/14/2015
1603-16692,-GCP,M,Y,LARR061,4/26/2006,8/16/2007
1603-16694,-BCP,M,Y,LARR061,4/26/2006,7/13/2006
1603-16695,-PCn,M,Y,NWES061,4/26/2006,4/26/2006
1603-16696,-OCP,M,Y,NWES061,4/26/2006,7/7/2006
1603-16697,-WCO,M,Y,MITA062,4/29/2006,9/19/2012
1603-16698,-RCO,M,Y,MITA062,4/29/2006,8/16/2007
1603-16700,-HCO,M,Y,POLA062,4/28/2006,8/10/2006
1603-17201,-BCO,M,Y,POLA062,4/28/2006,9/11/2006
1603-51755,-CnG,M,Y,SCOB082,5/23/2008,7/11/2008
1603-17289,-GCF,M,Y,SCOP062,5/20/2006,6/13/2007
1603-51705,-COG,M,Y,WCAC082,5/8/2008,3/16/2011
1603-51704,-COL,M,Y,WCAC082,5/8/2008,12/16/2009
1603-51701,-CnB,M,Y,PINE082,5/7/2008,7/2/2008
1603-17275,-RCP,M,Y,SHIC063,5/15/2006,3/13/2007
1603-51599,-CLG,M,Y,BNCH081,5/7/2008,3/15/2009
1603-51598,-CLR,M,Y,BNCH081,5/7/2008,10/13/2010
1603-17286,H-OCH,M,Y,SFLC062,5/17/2006,11/14/2006
1603-17233,-BCW,M,Y,LINX062,5/3/2006,3/13/2008
1603-17288,-HCF,M,Y,SCOP062,5/20/2006,7/19/2007
1603-17264,-ACn,M,Y,WLIN062,5/10/2006,6/19/2006
1603-51595,-CGH,M,Y,CTRN081,5/6/2008,7/11/2008
1603-17292,-FCO,M,Y,ANGL062,5/20/2006,6/16/2008
1603-51592,-CHL,M,Y,SFRR081,5/1/2008,11/18/2009
1603-17403,H-RCP,M,Y,NMBY062,5/25/2006,8/10/2006
1603-17404,-GCn,M,Y,NMBY062,5/25/2006,5/25/2006
1603-51589,-CBL,M,Y,NXRD081,5/3/2008,6/16/2010
1603-51588,-CGY,M,Y,HTOP082,5/3/2008,12/12/2012
1603-51587,-CGP,M,Y,HTOP082,5/3/2008,10/15/2008
1603-17287,-WCn,M,Y,SCOP062,5/20/2006,5/20/2006
1603-17255,-ACF,M,Y,RAUL061,5/8/2006,9/11/2006
1603-16665,-GCG,M,Y,WSIX061,4/25/2006,8/10/2006
1603-17240,-OCn,M,Y,SR70061,5/6/2006,6/28/2006
1603-17241,-LCA,M,Y,SR70061,5/6/2006,4/15/2015
1603-51719,-CYB,M,Y,WCUL081,5/7/2008,9/16/2008
1603-51718,-CYP,M,Y,WCUL081,5/7/2008,8/18/2008
1603-51716,-CAY,M,Y,LOPZ081,5/8/2008,9/16/2009
1603-51715,-CnW,M,Y,LOPZ081,5/8/2008,5/14/2008
1603-17252,-FCn,M,Y,SPIN062,5/9/2006,6/14/2006
1603-17270,H-WCG,M,Y,NPOL062,5/14/2006,8/10/2006
1603-51712,-CPO,M,Y,ANGL082,5/7/2008,9/16/2008
1603-51709,-CBY,M,Y,CLAS082,5/8/2008,10/14/2015
1603-17256,H-GCR,M,Y,BNCH063,5/11/2006,1/14/2009
1603-17257,H-HCR,M,Y,BNCH063,5/11/2006,9/11/2007
1603-51711,-CnP,M,Y,CLAS082,5/8/2008,5/8/2008
1603-17259,H-PCR,M,Y,NSWL062,5/11/2006,6/12/2013
1603-17260,h-OCR,M,Y,NSWL062,5/11/2006,2/13/2008
1603-17261,H-LCR,M,Y,NSWL062,5/11/2006,10/19/2006
1603-17263,-ACO,M,Y,SCAC061,5/11/2006,8/10/2006
1603-17237,-OCF,M,Y,SFLS063,5/7/2006,7/6/2006
1603-51713,-CnL,M,Y,ANGL082,5/7/2008,5/9/2008
1513-50156,PW-C,M,Y,BALD992,4/22/1999,1/13/2000
1513-50167,Wn-C,M,Y,JERE992,4/25/1999,5/31/1999
1513-50143,OY-C,M,Y,LOPZ991,4/19/1999,7/7/1999
1713-13969,nHQ-,M,Y,WARY111,4/14/2011,4/14/2011
1513-50148,OB-C,M,Y,MRGO992,4/18/1999,4/11/2000
1513-50151,Ln-C,M,Y,NWES991,4/18/1999,4/20/1999
1713-13968,nLQ-,M,Y,WARY111,4/14/2011,6/7/2011
1513-50153,An-C,M,Y,NWES991,4/18/1999,4/20/1999
1513-50140,GB-C,M,Y,CHOP991,4/17/1999,7/14/1999
1713-13966,nHQ-,M,Y,LARB111,4/12/2011,4/24/2011
1713-13972,nRQ-,M,Y,ANGL111,4/17/2011,5/11/2011
1513-50157,OW-C,M,Y,BALD992,4/22/1999,7/12/2001
1713-13965,WLQ-,M,Y,PINN111,4/11/2011,6/14/2011
1713-13958,WWQ-,M,Y,WISB111,4/11/2011,6/11/2011
1513-50162,Pn-C,M,Y,N7RD992,4/24/1999,4/21/1999
1513-50163,On-C,M,Y,N7RD992,4/24/1999,4/24/1999
1713-13957,WOQ-,M,Y,TP11111,4/13/2011,6/15/2011
1713-13956,WPQ-,M,Y,TP11111,4/13/2011,10/14/2015
1573-65988,CA-n,M,Y,SCRP042,4/28/2004,6/15/2004
1513-50154,Wn-C,M,Y,NMIT993,4/22/1999,5/9/1999
1513-50118,Gn-C,M,Y,POLA991,4/13/1999,4/14/1999
1713-13980,GAQ-,M,Y,SFLC111,4/15/2011,10/14/2015
1513-50102,RW-C,M,Y,HICE991,4/2/1999,1/13/2000
1513-50103,GW-C,M,Y,HICE991,4/2/1999,9/11/2000
1513-50110,AW-C,M,Y,NPOL991,4/7/1999,11/13/2000
1513-50111,RR-C,M,Y,NRID991,4/12/1999,7/11/2008
1513-50112,WR-C,M,Y,NRID991,4/12/1999,11/13/2000
1713-13978,nLQ-,M,Y,SFLC111,4/15/2011,4/19/2011
1713-49018,PY-C,M,Y,LOPZ991,4/19/1999,8/17/2011
1713-13977,nOQ-,M,Y,NWTR111,4/15/2011,4/16/2011
1513-50168,Rn-C,M,Y,JERE992,4/25/1999,5/11/1999
1713-13973,RGQ-,M,Y,ANGL111,4/17/2011,9/17/2014
1513-50130,Fn-C,M,Y,EQUS991,4/16/1999,7/6/1999
1513-50131,AR-C,M,Y,EQUS991,4/16/1999,8/18/1999
1513-50132,WY-C,M,Y,N18E992,4/15/1999,8/18/1999
1513-50133,Rn-C,M,Y,N18E992,4/15/1999,4/15/1999
1513-50134,Gn-C,M,Y,N18E992,4/15/1999,4/15/1999
1513-50135,Yn-C,M,Y,N18E992,4/15/1999,4/15/1999
1513-50136,An-C,M,Y,PUMP991,4/11/1999,5/2/1999
1513-50114,Yn-C,M,Y,NRID991,4/12/1999,4/12/1999
1513-50319,OA-C,M,Y,TP39994,5/21/1999,10/11/2000
1713-13955,WBQ-,M,Y,TP11111,4/13/2011,9/17/2014
1713-13916,-nRQ,M,Y,N7RD102,6/17/2010,6/18/2010
1513-50311,RY-C,M,Y,SFLC992,5/11/1999,8/18/1999
1513-50312,Gn-C,M,Y,SFLC992,5/11/1999,6/23/1999
1713-13911,-nOQ,M,Y,ANGB102,6/14/2010,6/15/2010
1513-50315,RA-C,M,Y,SWSE994,5/19/1999,12/13/2006
1513-50316,GA-C,M,Y,SWSE994,5/19/1999,1/14/2001
1513-50306,FL-C,M,Y,WCPR991,5/7/1999,11/13/1999
1513-50318,BA-C,M,Y,ELIN992,5/19/1999,2/12/2001
1513-50303,BP-C,M,Y,CTRN993,5/8/1999,9/11/2000
1513-50325,LP-C,M,Y,RUSS992,5/21/1999,1/14/2002
1713-13698,-nYQ,M,Y,FARS102,6/6/2010,6/12/2010
1713-13697,-nGQ,M,Y,LOPZ102,6/3/2010,7/21/2010
1513-50330,Z-WY,M,Y,SCOP931,4/25/1993,7/12/2001
1713-13695,-LWQ,M,Y,LOPZ102,6/3/2010,7/7/2014
1513-50332,GL-C,M,Y,FENC993,6/5/1999,8/18/1999
1713-13903,-OHQ,M,Y,ANGL102,6/5/2010,12/14/2011
1513-50335,Gn-C,M,Y,XRDS992,6/5/1999,6/6/1999
1513-50317,YA-C,M,Y,ELIN992,5/19/1999,4/11/2001
1513-50187,AG-C,M,Y,MITA992,5/2/1999,8/18/2008
1713-13954,nYQ-,M,Y,NBEN111,4/9/2011,4/13/2011
1513-50170,YG-C,M,Y,LAZT991,4/25/1999,4/11/2000
1513-50173,Pn-C,M,Y,LINS991,4/26/1999,5/11/1999
1513-50174,On-C,M,Y,LINS991,4/26/1999,5/19/1999
1513-50179,Rn-C,M,Y,POWL993,4/27/1999,4/24/1999
1513-50180,Gn-C,M,Y,POWL993,4/27/1999,4/24/1999
1513-50181,Yn-C,M,Y,POWL993,4/27/1999,5/12/1999
1513-50307,AL-C,M,Y,WCPR991,5/7/1999,7/14/1999
1513-50186,FG-C,M,Y,MITA992,5/2/1999,6/14/2001
1063-43468,-YZW,M,Y,MUME962,6/4/1996,3/17/1998
1513-50188,Yn-C,M,Y,EBAY992,4/30/1999,7/14/1999
1713-13925,-nGQ,M,Y,CIRC105,6/22/2010,11/17/2010
1713-13923,-nWQ,M,Y,CIRC105,6/22/2010,4/11/2012
1513-50197,Fn-C,M,Y,HELP991,5/1/1999,4/29/1999
1513-50198,An-C,M,Y,HELP991,5/1/1999,4/29/1999
1513-50199,WP-C,M,Y,SORA992,5/5/1999,10/13/1999
1513-50301,GP-C,M,Y,SORA992,5/5/1999,5/10/2000
1513-50302,YP-C,M,Y,CTRN993,5/8/1999,6/14/2006
1713-13931,-nWQ,M,Y,PLAZ104,7/2/2010,7/3/2010
1713-49057,AOQ-,M,Y,FRED112,4/23/2011,10/14/2015
1453-78393,-RZF,M,Y,WWSX963,6/12/1996,9/12/2001
1453-78122,WZW-,M,Y,SCOP952,5/13/1995,2/10/2003
1453-78124,GZW-,M,Y,SCOP952,5/13/1995,1/14/1998
1453-78125,YZW-,M,Y,SCOP952,5/13/1995,12/14/1998
1453-78127,PZP-,M,Y,LOOP951,5/13/1995,1/11/1996
1453-78136,FZY-,M,Y,WCPR951,5/14/1995,1/14/1998
1453-78137,AZY-,M,Y,WCPR951,5/14/1995,4/11/2000
1713-49060,PRQ-,M,Y,ROSE111,4/23/2011,10/19/2011
1453-78149,GZP-,M,Y,EQUS951,5/19/1995,7/18/1995
1453-78108,WZY-,M,Y,SFLA951,5/3/1995,3/11/1996
1453-78151,BZY-,M,Y,PAST951,5/21/1995,1/14/1998
1713-49056,nPQ-,M,Y,FRED112,4/23/2011,5/11/2011
1713-49055,ABQ-,M,Y,FRED112,4/23/2011,8/17/2011
1713-49054,OAQ-,M,Y,SFLA111,4/22/2011,10/14/2015
1713-49053,nHQ-,M,Y,SFLA111,4/22/2011,5/7/2011
1453-78163,GZB-,M,Y,BALD951,5/30/1995,8/10/2000
1713-49050,LGQ-,M,Y,BUBO111,4/21/2011,8/17/2011
1453-78168,PZR-,M,Y,BEND953,5/31/1995,4/15/1996
1453-78140,AZW-,M,Y,YTRE951,5/14/1995,8/10/1996
1453-72743,ZA-W,M,Y,MUME942,5/1/1994,4/15/1996
1453-63678,Z-GG,M,Y,LOCK933,5/10/1993,8/12/1994
1713-49072,BBQ-,M,Y,CATB112,4/27/2011,7/15/2015
1713-49070,AGQ-,M,Y,FENC112,4/27/2011,10/14/2015
1453-72724,ZO-G,M,Y,BNCH941,4/25/1994,6/12/1996
1453-72725,ZL-G,M,Y,BNCH941,4/25/1994,1/13/2000
1453-72729,ZR-B,M,Y,SFLA942,4/26/1994,9/16/1994
1453-72734,ZO-R,M,Y,LOOP941,4/27/1994,3/17/1998
1453-78120,OZG-,M,Y,SORA951,5/12/1995,2/18/1998
1453-72740,ZY-B,M,Y,XRDS941,5/1/1994,4/18/2007
1713-49040,YAQ-,M,Y,WLIN112,4/20/2011,10/14/2015
1453-72748,ZL-W,M,Y,CACT941,5/6/1994,3/13/2001
1453-72754,ZB-Y,M,Y,SWAL941,5/6/1994,10/10/1996
1453-72755,-ORZ,M,Y,NNWX901,5/4/1990,9/11/2000
1453-72778,ZW-G,M,Y,MRGO942,5/18/1994,1/14/1998
1453-72784,ZP-Y,M,Y,WAHO942,5/27/1994,5/14/2001
1453-72795,ZO-P,M,Y,LAZT942,5/30/1994,4/15/1995
1453-78035,ZA-L,M,Y,BALD943,6/17/1994,9/16/1994
1713-49063,LBQ-,M,Y,SFBS111,4/23/2011,1/18/2012
1453-72735,ZL-R,M,Y,SORA941,4/27/1994,5/14/2003
1713-49002,WGQ-,M,Y,LARR111,4/17/2011,7/20/2011
1453-78321,-PZL,M,Y,NMIT961,5/10/1996,5/10/2000
1713-49009,GGQ-,M,Y,NSWL111,4/18/2011,9/14/2011
1713-49008,GRQ-,M,Y,NSWL111,4/18/2011,9/14/2011
1453-78324,-FZL,M,Y,MCBY961,5/12/1996,4/14/1999
1453-78326,-WZR,M,Y,BALD961,5/10/1996,7/16/1998
1713-49006,POQ-,M,Y,PMPE111,4/19/2011,8/17/2011
